,Date,Keypresses,7_day_ma,28_day_ma,365_day_ma,percentile,rank,Weekday
27,2020-10-18,41875,30778.0,36094.67857142857,,81.06834249803615,242.0,Sunday
28,2020-10-19,48157,33799.857142857145,37133.107142857145,,88.37391987431265,149.0,Monday
29,2020-10-20,41288,34881.142857142855,37437.28571428572,,80.20424194815396,253.0,Tuesday
30,2020-10-21,41708,33930.0,37781.67857142857,,80.83267871170463,245.0,Wednesday
31,2020-10-22,38834,36775.857142857145,37929.392857142855,,76.43362136684996,301.0,Thursday
32,2020-10-23,48908,41125.57142857143,37996.17857142857,,89.1987431264729,138.5,Friday
33,2020-10-24,15255,39432.142857142855,37341.28571428572,,33.935585231736056,842.0,Saturday
34,2020-10-25,1187,33619.57142857143,36569.57142857143,,11.626080125687354,1126.0,Sunday
35,2020-10-26,39858,32434.0,36701.892857142855,,78.3974862529458,276.0,Monday
36,2020-10-27,53216,34138.0,36902.857142857145,,91.987431264729,103.0,Tuesday
37,2020-10-28,53348,35800.857142857145,37339.0,,92.22309505106048,100.0,Wednesday
38,2020-10-29,51793,37652.142857142855,36871.857142857145,,91.28043990573448,112.0,Thursday
39,2020-10-30,43136,36827.57142857143,37588.107142857145,,82.71798900235665,221.0,Friday
40,2020-10-31,0,34648.28571428572,35678.92857142857,,2.9065200314218385,1237.0,Saturday
41,2020-11-01,5889,35320.0,34958.17857142857,,19.9528672427337,1020.0,Sunday
42,2020-11-02,24101,33069.0,34145.28571428572,,49.096622152395916,649.0,Monday
43,2020-11-03,19573,28262.85714285714,33304.142857142855,,40.69128043990574,756.0,Tuesday
44,2020-11-04,57390,28840.285714285714,33667.42857142857,,94.5797329143755,70.0,Wednesday
45,2020-11-05,56325,29487.714285714286,33504.392857142855,,93.71563236449332,81.0,Thursday
46,2020-11-06,50099,30482.428571428572,33471.03571428572,,90.10212097407698,127.0,Friday
47,2020-11-07,20703,33440.0,33460.96428571428,,43.04791830322074,726.0,Saturday
48,2020-11-08,22499,35812.857142857145,33882.607142857145,,45.954438334642575,689.0,Sunday
49,2020-11-09,41240,38261.28571428572,34391.03571428572,,80.12568735271013,254.0,Monday
50,2020-11-10,26278,39219.142857142855,34125.28571428572,,53.260015710919085,596.0,Tuesday
51,2020-11-11,47443,37798.142857142855,34092.32142857143,,87.90259230164965,155.0,Wednesday
52,2020-11-12,53245,37358.142857142855,35318.46428571428,,92.06598586017282,102.0,Thursday
53,2020-11-13,31256,34666.28571428572,35775.46428571428,,62.372348782403776,480.0,Friday
54,2020-11-14,28265,35746.57142857143,35816.75,,57.03063629222309,548.0,Saturday
55,2020-11-15,26550,36325.28571428572,35269.42857142857,,53.92772977219167,587.5,Sunday
56,2020-11-16,52883,37988.57142857143,35438.21428571428,,91.83032207384132,105.0,Monday
57,2020-11-17,60147,42827.0,36111.75,,95.83660644147682,54.0,Tuesday
